_id,bid,comment_num,content,created_at,like_num,repost_num,tool,user_id,weibo_url
4953170406015914,NmjcIpf0S,23,#日本5日上午开始第二轮核污水排海#最新消息：据日本TBS电视台网站今天（4日）报道，东京电力公司计划于当地时间5日上午10点半（北京时间5日上午9点半）开始进行福岛第一核电站核污染水第二轮排海。据称，东电已经在本月3日之前进行了排海准备工作。第二轮排海计划排出大约7800吨核污染水，与第一轮排 ...全文,2023-10-04,23,4,微博发布平台专业版,2318910945,https://m.weibo.cn/detail/4953170406015914
4953170180571742,Nmjcm2oJE,0,【#日本明天上午开始第二轮核污染水排海#】#日本于5日上午开始第二轮核污染水排海#据日本TBS电视台网站今天（4日）报道，东京电力公司计划于当地时间5日上午10点半（北京时间5日上午9点半）开始进行福岛第一核电站核污染水第二轮排海。据称，东电已经在本月3日之前进行了排海准备工作。第二轮排海计划 ...全文,2023-10-04,1,1,iPhone客户端,2012816014,https://m.weibo.cn/detail/4953170180571742
4953169933897023,NmjbXglNd,1,【#日本明天上午开始第二轮核污染水排海#】据日本TBS电视台网站10月4日报道，东京电力公司计划于当地时间10月5日上午10点半（北京时间10月5日上午9点半）开始进行福岛第一核电站核污染水第二轮排海。据称，东电已经在本月3日之前进行了排海准备工作。第二轮排海计划排出大约7800吨核污染水，与第一轮排 ...全文,2023-10-04,1,1,微博网页版,3546332963,https://m.weibo.cn/detail/4953169933897023
4953169648683235,NmjbuAqUb,12,【#日本明日上午开始第二轮核污染水排海#】据日本TBS电视台网站今天（4日）报道，东京电力公司计划于当地时间5日上午10点半（北京时间5日上午9点半）开始进行福岛第一核电站核污染水第二轮排海。据称，东电已经在本月3日之前进行了排海准备工作。第二轮排海计划排出大约7800吨核污染水，与第一轮排放量 ...全文,2023-10-04,53,6,,1642512402,https://m.weibo.cn/detail/4953169648683235
4953167205764560,Nmj7yobCM,0,【#日本明天上午开始第二轮核污染水排海#】据日本TBS电视台网站10月4日报道，东京电力公司计划于当地时间10月5日上午10点半（北京时间10月5日上午9点半）开始进行福岛第一核电站核污染水第二轮排海。据称，东电已经在本月3日之前进行了排海准备工作。第二轮排海计划排出大约7800吨核污染水，与第一轮排 ...全文,2023-10-04,0,3,微博网页版,2967529507,https://m.weibo.cn/detail/4953167205764560
4953167178238262,Nmj7vyz9c,2,【#日本明日上午开始第二轮核污染水排海#】@CCTV国际时讯 消息，据日本TBS电视台网站今天（4日）报道，东京电力公司计划于当地时间5日上午10点半（北京时间5日上午9点半）开始进行福岛第一核电站核污染水第二轮排海。据称，东电已经在本月3日之前进行了排海准备工作。第二轮排海计划排出大约7800吨核污 ...全文,2023-10-04,4,2,微博网页版,5182171545,https://m.weibo.cn/detail/4953167178238262
4953166011170963,Nmj5D4UCv,2,【#日本明日上午开始第二轮核污染水排海#】@CCTV国际时讯 发布最新消息：据日本TBS电视台网站今天（4日）报道，东京电力公司计划于当地时间5日上午10点半（北京时间5日上午9点半）开始进行福岛第一核电站核污染水第二轮排海。据称，东电已经在本月3日之前进行了排海准备工作。第二轮排海计划排出大约78 ...全文,2023-10-04,3,1,微博网页版,1726426884,https://m.weibo.cn/detail/4953166011170963
4953165612449906,Nmj4ZahkC,13,【#日本明天上午开始第二轮核污染水排海#】据日本TBS电视台网站今天（4日）报道，东京电力公司计划于当地时间5日上午10点半（北京时间5日上午9点半）开始进行福岛第一核电站核污染水第二轮排海。据称，东电已经在本月3日之前进行了排海准备工作。第二轮排海计划排出大约7800吨核污染水，与第一轮排放量 ...全文,2023-10-04,26,33,,1642088277,https://m.weibo.cn/detail/4953165612449906
4953164950275620,Nmj3V19Hu,70,【#日本明天上午开始第二轮核污染水排海#】据日本TBS电视台网站今天（4日）报道，东京电力公司计划于当地时间5日上午10点半（北京时间5日上午9点半）开始进行福岛第一核电站核污染水第二轮排海。据称，东电已经在本月3日之前进行了排海准备工作。第二轮排海计划排出大约7800吨核污染水，与第一轮排放量 ...全文,2023-10-04,266,49,微博网页版,1784473157,https://m.weibo.cn/detail/4953164950275620
4953164048764785,Nmj2sAM7v,8,【#日本5日上午开始第二轮核污染水排海#】据日本TBS电视台网站今天（4日）报道，东京电力公司计划于当地时间5日上午10点半（北京时间5日上午9点半）开始进行福岛第一核电站核污染水第二轮排海。据称，东电已经在本月3日之前进行了排海准备工作。第二轮排海计划排出大约7800吨核污染水，与第一轮排放量 ...全文,2023-10-04,56,19,,1644948230,https://m.weibo.cn/detail/4953164048764785
4953163179755765,Nmj13EVV3,25,#日本明日上午开始第二轮核污染水排海#最新消息： 据日本TBS电视台网站今天（4日）报道，东京电力公司计划于当地时间5日上午10点半（北京时间5日上午9点半）开始进行福岛第一核电站核污染水第二轮排海。据称，东电已经在本月3日之前进行了排海准备工作。第二轮排海计划排出大约7800吨核污染水，与第一 ...全文,2023-10-04,150,40,,1371701597,https://m.weibo.cn/detail/4953163179755765
4953159833749281,NmiVFfJmh,0,10月4日国际消息快讯： 1、日本开始准备核污染水第二轮排海！ 2、中国男女队4x100米接力双双夺冠！ 3、俄罗斯彻底发飙，发出全球通缉令！       俄罗斯将国际刑事法院院长通缉！ 4、普京宣布重大消息！访华后将访问朝鲜！ 5、动真格了，俄军司令被“斩首”后，普京      发起报复，乌克兰付出沉重代价 ...全文,2023-10-04,1,0,微博网页版,5848272985,https://m.weibo.cn/detail/4953159833749281
4953145592774811,NmiyHbDR1,1,#微信过期文件打开的最简单方法#. #日本开始准备核污染水第二轮排海# 老天有眼： 念念不忘必有回响！！！                斯基泰战车的微博视频 ,2023-10-04,2,0,微博视频号,3282659472,https://m.weibo.cn/detail/4953145592774811
4953131089921142,NmibiFCWq,6,此鬼不除，必成大患！原子弹下无冤魂，真的应该给日本多放几个！  #日本开始准备核污染水第二轮排海# 西平郡御史的微博视频 ,2023-10-04,46,6,微博视频号,3176105483,https://m.weibo.cn/detail/4953131089921142
4953123912157249,NmhZJ93cl,0,俄外长拉夫罗夫：共建“一带一路”与亚欧大陆发展进程相契合。俄总统新闻秘书佩斯科夫：西方迟早厌倦支持乌克兰，将导致内部分裂。  日本开始准备核污染水第二轮排海。印度一医院31名患者因不明原因死亡。  墨西哥教堂坍塌事故已致11人死亡。泰国曼谷购物中心枪击事件已致3死2伤，凶手年仅14岁。 ,2023-10-04,1,0,iPhone 8 Plus,3191106110,https://m.weibo.cn/detail/4953123912157249
4953105659855166,NmhwhFlMi,0,【#日本开始准备核污染水第二轮排海#】 据共同社报道，日本东京电力公司3日开始进行福岛第一核电站核污染水第二轮排海前准备工作，测定即将排入海洋的核污染水中的氚浓度，如果浓度符合其所谓的“标准”，将从本月5日正式开始第二轮核污染水排海。第二轮排海计划排放量约为7800吨，排放周期约17天。 ...全文,2023-10-04,4,0,微博视频号,3514775860,https://m.weibo.cn/detail/4953105659855166
4953095879263864,NmhgvCRXa,0,让我们看一下真实的原新闻。所以，照小日本的说法，国庆中秋飞机总共才出行2100万中国人全飞去日本了啰？#日本开始准备核污染水第二轮排海# 现在除了之前买的旅游团不能退，或者在中国的日本人回乡探亲。谁没事往日本跑？万一吃到核食，不就癌症预备疫了？关键是其实福岛它整个县它全部核辐射污 ...全文,2023-10-04,4,0,,1829557633,https://m.weibo.cn/detail/4953095879263864
4953093550115026,NmhcL0tVg,0,#天津早知道# 【日本开始准备】日本东京电力公司3日开始进行福岛第一核电站核污染水第二轮排海前准备工作，测定即将排入海洋的核污染水中的氚浓度，如果浓度符合其所谓的“标准”，将从本月5日正式开始第二轮核污染水排海。#日本将启动第二轮核污染水排海##日本福岛第一核电站启动核污染水排海# ,2023-10-04,1,0,HUAWEI Mate 20 X 5G,2530417354,https://m.weibo.cn/detail/4953093550115026
4953090097941432,Nmh7bxjVC,0,日本或从10月5日开始第二轮核污染水排海#日本开始准备核污染水第二轮排海# 金融时报的微博视频 ,2023-10-04,5,0,微博视频号,2699543161,https://m.weibo.cn/detail/4953090097941432
4953061786387883,NmgnwqNMn,1,【#日本开始准备核污染水第二轮排海#】  据共同社报道，日本东京电力公司今天（3日）开始进行福岛第一核电站核污染水第二轮排海前准备工作，测定即将排入海洋的核污染水中的氚浓度，如果浓度符合其所谓的“标准”，将从本月5日正式开始第二轮核污染水排海。第二轮排海计划排放量约为7800吨，排放周期约 ...全文,2023-10-04,5,0,微博网页版,1739964112,https://m.weibo.cn/detail/4953061786387883
